Geneid	Chr	Start	End	Strand	Length	./NV-Ctrl1.sam	./NV-Ctrl2.sam	./NV-Ctrl3.sam	./NV-Ctrl4.sam	./NV-Ctrl5.sam	./NV-Oxi1.sam	./NV-Oxi2.sam	./NV-Oxi3.sam	./NV-Oxi4.sam	./NV-Oxi5.sam		Average Ctrl	Average Oxi	Percentage Oxi	Ctrl Percentage
gene157	CP007536.1	145284	145967	+	684	3356	3161	2594	2260	3344	241	148	111	133	135		2943	153.6		
gene2285	CP007536.1	1818698	1820344	+	1647	8633	8326	4626	2854	5076	54	141	193	163	216		5903	153.4		
gene985	CP007536.1	782988	788102	+	5115	2400	2323	2086	2454	2494	157	195	119	100	194		2351.4	153		
gene915	CP007536.1	712594	715662	+	3069	11226	9903	8027	8321	12132	186	159	146	128	141		9921.8	152		
gene2468	CP007536.1	1970818	1972251	+	1434	11301	9653	8614	8670	10936	299	125	82	125	127		9834.8	151.6		
gene2191	CP007536.1	1747959	1748573	+	615	1032	811	774	919	866	161	109	125	174	187		880.4	151.2		
gene697	CP007536.1	538980	539408	-	429	1622	1343	1247	1369	1449	265	153	130	109	94		1406	150.2		
gene565	CP007536.1	438548	439156	+	609	3014	2625	2455	2791	2672	212	157	153	105	120		2711.4	149.4		
gene1400	CP007536.1	1115535	1115918	+	384	1692	1644	1428	1608	1638	213	135	174	79	135		1602	147.2		
gene1513	CP007536.1	1210391	1210924	-	534	2130	1867	1693	2085	1937	241	166	89	166	72		1942.4	146.8		
gene877	CP007536.1	681966	682616	-	651	10392	9969	9045	10406	9236	253	140	128	88	124		9809.6	146.6		
gene3071	CP007536.1	2441251	2442432	-	1182	1403	1345	1222	1232	1403	163	111	98	228	126		1321	145.2		
gene1290	CP007536.1	1027853	1029340	-	1488	1024	785	790	2060	974	184	175	128	147	88		1126.6	144.4		
gene2799	CP007536.1	2236643	2238994	-	2352	532	439	480	715	391	139	153	134	130	163		511.4	143.8		
gene481	CP007536.1	379203	379907	+	705	16456	14756	11977	14034	15563	193	180	85	89	165		14557.2	142.4		
gene2901	CP007536.1	2310914	2311537	+	624	1815	1647	1333	1230	1632	75	96	254	154	132		1531.4	142.2		
gene2439	CP007536.1	1949907	1950536	+	630	836	725	788	989	803	186	165	123	129	106		828.2	141.8		
gene587	CP007536.1	457397	458674	-	1278	1975	1689	1508	2136	1733	194	176	84	126	128		1808.2	141.6		
gene1807	CP007536.1	1451465	1452256	-	792	3848	3638	3523	4008	3340	167	129	128	187	97		3671.4	141.6		
gene1429	CP007536.1	1141325	1141762	-	438	7955	6418	6119	6390	6738	197	201	157	70	82		6724	141.4		
gene2170	CP007536.1	1729192	1730685	+	1494	7563	6641	5841	6398	7480	209	123	131	98	144		6784.6	141		
gene10	CP007536.1	8578	10092	+	1515	4502	4110	3617	3348	4381	273	122	96	80	133		3991.6	140.8		
gene2487	CP007536.1	1988766	1989170	+	405	445	402	385	461	469	230	122	95	134	118		432.4	139.8		
gene2351	CP007536.1	1886529	1887290	-	762	3282	2491	2370	2742	2769	144	113	74	107	260		2730.8	139.6		
gene538	CP007536.1	417253	417990	-	738	16336	15801	13467	14555	15688	276	133	41	125	121		15169.4	139.2		
gene365	CP007536.1	300687	302393	+	1707	5663	5062	4372	4600	5245	160	166	136	166	67		4988.4	139		
gene2332	CP007536.1	1867935	1868009	-	75	231	217	170	399	255	99	120	147	136	189		254.4	138.2		
gene1254	CP007536.1	997601	998854	+	1254	10624	9641	8186	7842	10036	134	152	154	94	151		9265.8	137		
gene2411	CP007536.1	1928309	1930294	+	1986	3236	2737	2522	2666	3011	237	124	136	83	105		2834.4	137		
gene2005	CP007536.1	1602360	1602536	+	177	14986	9989	10894	13611	10982	181	97	49	270	78		12092.4	135		
gene2777	CP007536.1	2218631	2219290	-	660	749	759	644	780	740	228	116	113	68	144		734.4	133.8		
gene283	CP007536.1	235148	235507	-	360	1026	1091	934	704	1023	295	111	52	135	73		955.6	133.2		
gene865	CP007536.1	670472	671476	-	1005	11815	10332	9331	9626	11112	128	149	103	93	187		10443.2	132		
gene105	CP007536.1	100576	101154	+	579	708	525	556	560	643	193	133	71	98	161		598.4	131.2		
gene2277	CP007536.1	1812741	1813346	+	606	466	375	341	270	302	130	85	121	174	141		350.8	130.2		
gene2509	CP007536.1	2004646	2005182	-	537	17609	15021	13175	14652	15157	86	196	96	106	163		15122.8	129.4		
gene2549	CP007536.1	2035723	2036556	+	834	252	168	152	200	185	140	146	97	104	160		191.4	129.4		
gene1875	CP007536.1	1503507	1505171	-	1665	1928	1666	1407	1579	1732	267	117	66	106	88		1662.4	128.8		
gene181	CP007536.1	163206	164114	-	909	522	458	430	513	446	168	57	141	121	154		473.8	128.2		
gene1387	CP007536.1	1107527	1108087	+	561	5594	5277	4408	5242	5438	192	211	41	93	104		5191.8	128.2		
gene277	CP007536.1	228789	230015	-	1227	3963	3453	3165	2708	4408	179	93	92	138	129		3539.4	126.2		
gene711	CP007536.1	549135	549305	+	171	310	264	246	317	329	166	115	102	132	111		293.2	125.2		
gene153	CP007536.1	142233	142877	+	645	2528	2021	1763	2596	1853	177	65	124	140	116		2152.2	124.4		
gene2654	CP007536.1	2112145	2112669	+	525	8681	7336	6555	7904	7882	187	168	72	77	116		7671.6	124		
gene2907	CP007536.1	2315444	2316517	+	1074	4628	3699	3314	3703	4240	242	111	44	117	106		3916.8	124		
gene395	CP007536.1	321322	322440	+	1119	7588	6960	5940	6234	7535	126	153	115	99	126		6851.4	123.8		
gene2563	CP007536.1	2044832	2045803	-	972	815	801	603	748	752	188	140	134	66	91		743.8	123.8		
gene46	CP007536.1	37075	38979	-	1905	5511	4870	4101	4706	5001	94	213	113	76	122		4837.8	123.6		
gene155	CP007536.1	143158	144219	-	1062	15622	13996	13589	14319	16292	197	140	77	77	125		14763.6	123.2		
gene1861	CP007536.1	1491756	1493345	+	1590	6716	6021	5359	5545	6339	85	167	124	99	141		5996	123.2		
gene2055	CP007536.1	1640878	1641156	+	279	4161	3610	1820	1755	3653	88	91	73	141	223		2999.8	123.2		
gene805	CP007536.1	624920	625912	+	993	1604	1435	1167	1243	1509	118	80	145	81	190		1391.6	122.8		
gene2349	CP007536.1	1885424	1886041	-	618	465	458	410	650	319	58	109	215	73	159		460.4	122.8		
gene1376	CP007536.1	1099921	1100955	-	1035	638	547	566	667	546	218	98	141	76	78		592.8	122.2		
gene543	CP007536.1	421080	422162	+	1083	3056	2800	2300	2382	3293	234	87	69	88	128		2766.2	121.2		
gene2339	CP007536.1	1875667	1876302	-	636	279	229	235	284	215	243	151	65	69	74		248.4	120.4		
gene97	CP007536.1	78762	79559	-	798	1999	1724	2096	1639	1870	158	126	114	98	101		1865.6	119.4		
gene1270	CP007536.1	1013019	1014164	+	1146	15017	13629	11168	11579	14527	122	143	76	105	149		13184	119		
gene2701	CP007536.1	2153787	2155256	-	1470	5109	4623	3902	4158	5102	157	124	107	99	105		4578.8	118.4		
gene357	CP007536.1	294125	295060	-	936	3653	3508	3031	3185	3769	331	94	21	100	42		3429.2	117.6		
gene1613	CP007536.1	1296945	1297292	+	348	1793	1691	1371	1594	1462	240	144	49	40	114		1582.2	117.4		
gene2286	CP007536.1	1820417	1821085	+	669	827	877	600	517	750	195	136	69	103	83		714.2	117.2		
gene35	CP007536.1	27498	28418	+	921	6009	5210	5187	5326	5329	193	58	77	108	149		5412.2	117		
gene220	CP007536.1	189283	189645	-	363	989	952	873	1017	909	214	145	75	99	50		948	116.6		
gene330	CP007536.1	268595	269971	+	1377	16045	14102	13057	12991	15463	89	186	104	46	155		14331.6	116		
gene359	CP007536.1	295496	296785	+	1290	20659	18391	15653	15716	21157	121	172	75	126	86		18315.2	116		
gene134	CP007536.1	127294	128097	-	804	9155	8349	8006	8321	8444	156	97	161	60	104		8455	115.6		
gene2584	CP007536.1	2063086	2064354	+	1269	1043	789	747	1092	822	127	126	113	85	125		898.6	115.2		
gene2929	CP007536.1	2330594	2331289	-	696	4249	3587	3017	3253	3878	184	154	83	81	74		3596.8	115.2		
gene841	CP007536.1	648498	650081	+	1584	21780	20037	18754	17362	20696	87	134	124	77	151		19725.8	114.6		
gene2210	CP007536.1	1763011	1764555	+	1545	1300	1180	1068	1114	1163	215	81	82	115	73		1165	113.2		
gene168	CP007536.1	153859	154191	+	333	3647	3030	2587	3133	3428	199	56	85	102	122		3165	112.8		
gene573	CP007536.1	444878	446128	-	1251	5264	4050	4133	4080	5120	119	108	164	93	79		4529.4	112.6		
gene1979	CP007536.1	1585108	1586022	-	915	1070	1034	926	1298	933	102	68	214	67	112		1052.2	112.6		
gene1007	CP007536.1	809987	810334	+	348	215	193	166	241	174	193	98	59	99	113		197.8	112.4		
gene2096	CP007536.1	1668718	1671219	-	2502	4224	3713	3065	3730	4133	135	151	77	59	139		3773	112.2		
gene909	CP007536.1	706994	708502	+	1509	7776	7186	6171	6750	6867	55	135	92	175	103		6950	112		
gene2162	CP007536.1	1724515	1725459	-	945	335	327	336	386	382	91	109	143	89	125		353.2	111.4		
gene724	CP007536.1	563282	563728	-	447	1179	1106	856	1004	1033	205	87	93	49	118		1035.6	110.4		
gene2567	CP007536.1	2048928	2050109	+	1182	1194	965	897	1011	952	106	132	92	67	154		1003.8	110.2		
gene1943	CP007536.1	1557338	1558411	+	1074	1175	1127	1142	1129	1250	116	45	107	92	185		1164.6	109		
gene407	CP007536.1	328211	328822	-	612	59	80	85	252	80	100	123	127	95	99		111.2	108.8		
gene575	CP007536.1	446911	448182	+	1272	1866	1477	1388	1547	1756	229	77	48	139	50		1606.8	108.6		
gene269	CP007536.1	222170	222631	-	462	15751	14275	12572	12381	16790	130	124	67	130	91		14353.8	108.4		
gene1587	CP007536.1	1271559	1272005	-	447	909	828	765	980	939	195	52	77	105	112		884.2	108.2		
gene1282	CP007536.1	1021868	1022605	+	738	15250	13307	11294	11803	14460	129	131	71	73	136		13222.8	108		
gene902	CP007536.1	699667	700110	-	444	2469	2296	2018	2146	2332	155	111	131	49	93		2252.2	107.8		
gene349	CP007536.1	286993	288624	-	1632	14925	14348	11770	11331	14825	169	129	73	89	78		13439.8	107.6		
gene1510	CP007536.1	1206754	1208619	-	1866	10854	9294	7804	8840	10465	107	121	83	104	115		9451.4	106		
gene2662	CP007536.1	2118435	2119406	+	972	2377	2261	1918	1893	2253	181	135	48	107	58		2140.4	105.8		
gene87	CP007536.1	65836	67464	-	1629	11771	10446	9416	10644	11620	133	95	107	94	96		10779.4	105		
gene1293	CP007536.1	1030989	1032128	+	1140	1237	1353	1097	1119	1044	185	96	68	133	43		1170	105		
gene2687	CP007536.1	2139482	2140699	-	1218	1885	1462	1443	1486	1797	195	95	103	60	72		1614.6	105		
gene56	CP007536.1	45031	45594	+	564	8348	7863	6935	6713	8785	139	76	36	109	159		7728.8	103.8		
gene638	CP007536.1	496917	497318	-	402	1648	1404	1257	1421	1612	143	129	58	120	69		1468.4	103.8		
gene1431	CP007536.1	1142378	1142683	-	306	12752	12571	9527	10712	12437	150	102	72	81	114		11599.8	103.8		
gene3099	CP007536.1	2463641	2464276	-	636	3804	3204	2823	2900	3465	60	164	117	61	116		3239.2	103.6		
gene1474	CP007536.1	1179437	1180870	-	1434	30248	27005	23001	23767	29480	97	196	49	38	137		26700.2	103.4		
gene2009	CP007536.1	1606387	1607304	-	918	22801	19762	17890	17787	21449	112	118	75	61	145		19937.8	102.2		
gene790	CP007536.1	612949	613608	+	660	10010	9810	7844	8432	9587	163	137	69	67	72		9136.6	101.6		
gene1260	CP007536.1	1002792	1003802	-	1011	2035	1676	1523	1711	1821	98	104	92	50	164		1753.2	101.6		
gene2241	CP007536.1	1786614	1787255	-	642	772	817	667	778	758	143	99	64	118	80		758.4	100.8		
gene95	CP007536.1	76868	77533	+	666	380	358	128	649	262	65	49	195	51	140		355.4	100		
gene2960	CP007536.1	2356216	2357607	-	1392	8397	6977	6893	7532	6973	128	138	63	47	123		7354.4	99.8		
gene3166	CP007536.1	2512922	2513944	+	1023	2122	1919	1624	1578	1961	91	150	86	39	132		1840.8	99.6		
gene907	CP007536.1	704808	706496	+	1689	9543	8520	7451	8565	9294	112	114	49	112	109		8674.6	99.2		
gene1181	CP007536.1	941195	944053	+	2859	7706	6947	5924	5993	6484	154	86	120	61	73		6610.8	98.8		
gene1481	CP007536.1	1185499	1186071	+	573	7978	7241	6244	7319	7402	125	99	100	68	98		7236.8	98		
gene728	CP007536.1	565435	566739	+	1305	8496	7333	6485	6319	7684	90	162	33	113	90		7263.4	97.6		
gene9	CP007536.1	7765	8532	+	768	3234	2822	2326	2145	3185	135	114	70	63	102		2742.4	96.8		
gene326	CP007536.1	264408	264995	-	588	2869	2408	2536	2657	2859	158	111	64	117	34		2665.8	96.8		
gene903	CP007536.1	700410	702134	+	1725	651	505	417	463	487	153	115	74	51	91		504.6	96.8		
gene664	CP007536.1	517263	519470	-	2208	10588	9422	8024	7961	9368	108	78	91	72	134		9072.6	96.6		
gene1964	CP007536.1	1574251	1575459	-	1209	2106	1640	1379	1789	1917	135	133	53	50	112		1766.2	96.6		
gene1549	CP007536.1	1240532	1240948	-	417	1127	991	871	988	900	115	86	75	80	123		975.4	95.8		
gene2067	CP007536.1	1649239	1649844	-	606	555	497	500	501	533	136	77	57	92	117		517.2	95.8		
gene1555	CP007536.1	1245955	1246911	-	957	2041	1946	1753	2149	1987	75	53	92	175	83		1975.2	95.6		
gene1039	CP007536.1	826728	828479	+	1752	203	178	167	192	224	49	48	186	48	145		192.8	95.2		
gene1774	CP007536.1	1420669	1421559	-	891	18022	15813	13873	14091	17196	124	111	59	79	100		15799	94.6		
gene1245	CP007536.1	990573	991970	-	1398	4103	3149	2738	2917	3552	148	77	106	62	74		3291.8	93.4		
gene1365	CP007536.1	1090152	1091777	+	1626	921	869	979	872	608	159	92	46	91	79		849.8	93.4		
gene787	CP007536.1	609418	610794	-	1377	3547	3315	2826	3332	3584	176	133	30	61	66		3320.8	93.2		
gene2322	CP007536.1	1857662	1859230	+	1569	2735	2396	2185	2390	2574	119	131	67	72	77		2456	93.2		
gene333	CP007536.1	271348	272415	-	1068	740	689	647	774	613	118	104	81	59	103		692.6	93		
gene88	CP007536.1	67471	68106	-	636	7983	7235	6660	7610	8182	101	110	79	75	98		7534	92.6		
gene1989	CP007536.1	1591976	1592626	-	651	9774	8179	7971	8966	9053	126	76	59	82	119		8788.6	92.4		
gene425	CP007536.1	338625	339428	+	804	122	127	130	372	107	103	31	96	130	101		171.6	92.2		
gene1267	CP007536.1	1009994	1012252	-	2259	1891	1537	1518	1694	1494	55	106	105	81	110		1626.8	91.4		
gene27	CP007536.1	22879	23703	+	825	10520	8759	8323	8148	10804	65	141	115	48	86		9310.8	91		
gene2849	CP007536.1	2270358	2272367	+	2010	1357	1222	1071	917	1267	144	72	51	62	126		1166.8	91		
gene860	CP007536.1	666542	667363	+	822	9575	8357	7507	7861	9407	184	56	37	112	65		8541.4	90.8		
gene2572	CP007536.1	2052789	2053244	+	456	10156	9129	7971	8419	10672	161	102	104	41	46		9269.4	90.8		
gene3013	CP007536.1	2394848	2396455	-	1608	12184	10330	9479	9297	12501	55	107	121	71	97		10758.2	90.2		
gene2028	CP007536.1	1620646	1621200	+	555	139	98	109	94	96	96	93	63	89	109		107.2	90		
gene2409	CP007536.1	1926695	1927915	-	1221	1889	1711	1584	2168	1483	87	89	93	68	112		1767	89.8		
gene2422	CP007536.1	1939153	1940214	-	1062	11153	10588	9133	8421	10453	109	107	86	77	66		9949.6	89		
gene2318	CP007536.1	1855964	1856233	-	270	183	178	187	221	118	78	71	115	104	74		177.4	88.4		
gene2507	CP007536.1	2003420	2003971	+	552	1996	1849	1455	1827	2039	146	105	56	61	70		1833.2	87.6		
gene5	CP007536.1	4145	5557	+	1413	18818	16413	15154	15481	17709	109	101	71	105	50		16715	87.2		
gene1657	CP007536.1	1326415	1327074	-	660	1331	1097	996	1028	1235	70	75	101	84	104		1137.4	86.8		
gene48	CP007536.1	39443	40516	+	1074	4398	3403	3311	2968	3828	146	71	62	59	95		3581.6	86.6		
gene1228	CP007536.1	973940	974803	+	864	3874	3757	3171	3130	4367	127	77	64	113	51		3659.8	86.4		
gene304	CP007536.1	249352	249663	-	312	2545	2057	2112	2343	2500	141	42	72	82	93		2311.4	86		
gene923	CP007536.1	721505	722338	-	834	1929	1869	1512	1930	1774	123	108	56	42	100		1802.8	85.8		
gene1127	CP007536.1	903705	904940	-	1236	1743	1623	1253	1222	1905	91	50	19	125	143		1549.2	85.6		
gene1703	CP007536.1	1364092	1365210	-	1119	2886	2573	2197	2159	2731	139	73	79	80	57		2509.2	85.6		
gene302	CP007536.1	248166	248921	-	756	2546	2307	1999	2107	2095	141	126	60	44	56		2210.8	85.4		
gene1747	CP007536.1	1404390	1405274	-	885	256	212	232	261	231	94	86	90	127	30		238.4	85.4		
gene477	CP007536.1	375728	376177	+	450	6721	6326	5121	5153	7047	103	125	91	37	70		6073.6	85.2		
gene1395	CP007536.1	1113640	1113762	+	123	1421	1196	1035	1413	1240	111	61	52	149	53		1261	85.2		
gene2931	CP007536.1	2331808	2333067	+	1260	1690	1365	1231	1305	1702	121	69	83	58	95		1458.6	85.2		
gene1319	CP007536.1	1054745	1056166	+	1422	9241	8428	8274	6699	8123	107	30	84	54	150		8153	85		
gene1772	CP007536.1	1419811	1420044	-	234	191	125	185	338	150	67	24	41	98	194		197.8	84.8		
gene436	CP007536.1	345262	345963	+	702	53	91	77	540	68	49	31	92	88	159		165.8	83.8		
gene2145	CP007536.1	1708465	1709358	-	894	2473	2030	1976	1977	2394	119	107	49	79	60		2170	82.8		
gene555	CP007536.1	430134	430736	-	603	8634	7416	6918	6784	7392	42	119	56	76	119		7428.8	82.4		
gene1351	CP007536.1	1079353	1080633	-	1281	711	626	601	630	691	107	44	25	134	102		651.8	82.4		
gene628	CP007536.1	488379	489146	+	768	763	727	697	717	677	162	28	59	80	82		716.2	82.2		
gene2683	CP007536.1	2134660	2137908	-	3249	9154	8199	6977	6358	8749	139	78	99	35	59		7887.4	82		
gene789	CP007536.1	611431	612852	-	1422	6815	6012	4829	5309	6382	90	46	115	50	108		5869.4	81.8		
gene725	CP007536.1	563781	564824	-	1044	5260	4748	4209	4530	5312	154	68	53	80	49		4811.8	80.8		
gene1711	CP007536.1	1370698	1372353	-	1656	3381	3182	2788	3362	3295	147	46	58	68	85		3201.6	80.8		
gene2665	CP007536.1	2120661	2123426	-	2766	25735	23005	20020	20136	25145	80	79	73	82	90		22808.2	80.8		
gene45	CP007536.1	36790	37083	+	294	1320	1130	1232	1255	1348	137	91	54	42	79		1257	80.6		
gene480	CP007536.1	377879	379159	+	1281	3370	3041	2506	2812	3280	113	59	112	55	64		3001.8	80.6		
gene2148	CP007536.1	1714749	1715366	-	618	4759	4262	3767	4421	4542	74	47	56	94	132		4350.2	80.6		
gene2886	CP007536.1	2299987	2300589	+	603	6177	5275	4679	4853	5975	146	54	54	99	50		5391.8	80.6		
gene1615	CP007536.1	1297739	1298524	-	786	2756	2142	1763	2384	2054	63	67	105	67	100		2219.8	80.4		
gene2555	CP007536.1	2039191	2040225	-	1035	1325	1317	1113	1008	1224	74	84	91	62	91		1197.4	80.4		
gene1683	CP007536.1	1341099	1343393	-	2295	30329	26532	23644	22723	30120	55	118	74	93	61		26669.6	80.2		
gene1265	CP007536.1	1007625	1008722	-	1098	1701	1455	1367	1587	1666	131	102	28	91	44		1555.2	79.2		
gene2457	CP007536.1	1962188	1962898	-	711	5595	4589	4437	4329	5367	72	97	59	70	97		4863.4	79		
gene1255	CP007536.1	998851	999564	+	714	22697	20790	16377	19212	22880	86	51	49	74	134		20391.2	78.8		
gene14	CP007536.1	12964	13920	+	957	3126	2835	2306	2406	2977	141	56	61	74	61		2730	78.6		
gene1892	CP007536.1	1518024	1518587	+	564	1287	1246	1741	2824	956	99	100	84	75	35		1610.8	78.6		
gene2437	CP007536.1	1948222	1948728	-	507	856	665	519	546	923	130	107	33	31	91		701.8	78.4		
gene2066	CP007536.1	1646190	1648784	-	2595	260	299	235	232	267	77	89	77	65	83		258.6	78.2		
gene26	CP007536.1	22142	22882	+	741	7581	6461	6137	5917	6794	43	91	128	47	81		6578	78		
gene2153	CP007536.1	1717890	1719983	+	2094	1113	879	765	836	1240	57	57	102	109	64		966.6	77.8		
gene2178	CP007536.1	1739295	1740626	-	1332	10221	8551	7904	7494	8598	91	113	79	49	57		8553.6	77.8		
gene2945	CP007536.1	2341103	2341780	+	678	981	812	740	842	877	141	85	42	49	71		850.4	77.6		
gene925	CP007536.1	723641	724231	-	591	4634	4385	3578	4027	4496	146	55	73	68	45		4224	77.4		
gene1476	CP007536.1	1181364	1181837	-	474	5311	4505	3929	4200	4595	105	104	27	52	99		4508	77.4		
gene2417	CP007536.1	1935316	1935978	+	663	18601	17091	15132	14041	17648	102	73	54	47	111		16502.6	77.4		
gene2529	CP007536.1	2021173	2021748	+	576	3563	2994	2588	2641	3317	159	46	52	69	60		3020.6	77.2		
gene2582	CP007536.1	2060971	2062344	-	1374	1532	1326	1321	1499	1445	75	91	69	52	93		1424.6	76		
gene1439	CP007536.1	1153411	1154319	+	909	4898	4297	3777	3594	4123	53	117	80	27	102		4137.8	75.8		
gene2200	CP007536.1	1753663	1754178	-	516	1040	948	808	905	1000	107	96	38	89	46		940.2	75.2		
gene78	CP007536.1	61774	61851	+	78	101	97	89	148	137	81	108	52	63	71		114.4	75		
gene1534	CP007536.1	1231705	1233216	-	1512	13967	12295	10028	12113	12660	65	99	76	87	47		12212.6	74.8		
gene2430	CP007536.1	1943774	1944751	-	978	296	301	270	359	330	97	59	43	73	102		311.2	74.8		
gene1244	CP007536.1	989239	990570	-	1332	4099	3558	3163	3209	3966	84	65	83	34	107		3599	74.6		
gene1427	CP007536.1	1138224	1140587	-	2364	12127	10131	10244	9795	10662	69	112	79	27	85		10591.8	74.4		
gene2782	CP007536.1	2221914	2222879	-	966	3204	2819	2270	2671	3144	68	106	53	44	101		2821.6	74.4		
gene2160	CP007536.1	1722992	1723681	-	690	3812	3404	3119	3181	3406	108	28	61	71	103		3384.4	74.2		
gene2842	CP007536.1	2266144	2266644	-	501	758	688	642	684	526	90	90	68	44	76		659.6	73.6		
gene559	CP007536.1	433383	434666	-	1284	7269	6255	5653	5930	7625	63	73	74	87	69		6546.4	73.2		
gene844	CP007536.1	651440	651712	+	273	590	417	415	427	413	119	84	27	65	71		452.4	73.2		
gene2007	CP007536.1	1603925	1605976	+	2052	351	297	291	344	358	72	75	87	77	55		328.2	73.2		
gene1089	CP007536.1	867192	867755	-	564	3427	2808	2538	3102	3533	91	65	60	81	65		3081.6	72.4		
gene2089	CP007536.1	1662572	1664767	+	2196	1084	874	657	824	898	80	65	112	31	74		867.4	72.4		
gene864	CP007536.1	669506	670462	+	957	8285	8025	6265	6542	8029	72	77	30	82	100		7429.2	72.2		
gene2293	CP007536.1	1827627	1829432	+	1806	515	492	390	435	405	123	49	90	62	37		447.4	72.2		
gene848	CP007536.1	653073	655277	+	2205	5196	4385	3861	4453	4398	116	43	44	52	105		4458.6	72		
gene1383	CP007536.1	1105097	1105339	+	243	1587	1318	1182	1618	1212	98	48	56	62	96		1383.4	72		
