# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-a" "./GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-T" "8" "-o" "./counts_oxi.txt" "-s" "0" "./Nvie_2oxi_1_mRNA_sorted.bam" "./Nvie_2oxi_2_mRNA_sorted.bam" "./Nvie_2oxi_3_mRNA_sorted.bam" "./Nvie_2oxi_4_mRNA_sorted.bam" "./Nvie_2oxi_5_mRNA_sorted.bam" "./Nvie_ctrl_1_mRNA_sorted.bam" "./Nvie_ctrl_2_mRNA_sorted.bam" "./Nvie_ctrl_3_mRNA_sorted.bam" "./Nvie_ctrl_4_mRNA_sorted.bam" "./Nvie_ctrl_5_mRNA_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Nvie_2oxi_1_mRNA_sorted.bam	./Nvie_2oxi_2_mRNA_sorted.bam	./Nvie_2oxi_3_mRNA_sorted.bam	./Nvie_2oxi_4_mRNA_sorted.bam	./Nvie_2oxi_5_mRNA_sorted.bam	./Nvie_ctrl_1_mRNA_sorted.bam	./Nvie_ctrl_2_mRNA_sorted.bam	./Nvie_ctrl_3_mRNA_sorted.bam	./Nvie_ctrl_4_mRNA_sorted.bam	./Nvie_ctrl_5_mRNA_sorted.bam
gene285	CP007536.1	235957	237669	-	1713	146	0	194	4	118	6298	4089	3942	1431	3410
gene286	CP007536.1	237847	238149	+	303	0	0	0	0	74	676	685	752	458	513
gene287	CP007536.1	238250	238633	+	384	184	0	0	0	183	1858	812	1073	553	684
gene288	CP007536.1	238703	239065	+	363	670	698	841	530	670	4060	4136	5010	2741	3236
gene289	CP007536.1	239086	239367	+	282	17	36	80	191	0	1116	1024	839	450	682
gene290	CP007536.1	239364	240752	-	1389	24	0	25	0	76	2302	1210	1614	805	1351
gene291	CP007536.1	240725	240943	+	219	8175	7084	6054	6766	8306	2183	3021	3761	1166	1345
gene292	CP007536.1	240947	241312	+	366	2011	3152	1546	1283	1774	2002	1825	2306	1510	2168
gene293	CP007536.1	241360	241791	+	432	18	0	0	0	0	595	520	502	381	484
gene294	CP007536.1	241807	242319	-	513	10339	6117	1554	3147	771	596	951	2316	1031	932
gene295	CP007536.1	242367	242492	+	126	0	0	0	0	0	0	0	0	1	0
gene296	CP007536.1	242551	242658	+	108	0	0	0	0	0	0	0	0	0	0
gene297	CP007536.1	242687	245917	+	3231	0	0	0	96	0	4272	4268	3877	1692	2766
gene298	CP007536.1	245849	245929	-	81	0	0	0	0	0	8	9	7	4	12
gene299	CP007536.1	246137	246757	+	621	104	226	153	120	190	2874	1893	2107	1108	1685
gene300	CP007536.1	246754	247080	+	327	0	0	0	0	0	212	219	116	24	73
gene301	CP007536.1	247087	248112	-	1026	697	683	240	462	305	4391	3028	4115	2040	2601
gene302	CP007536.1	248166	248921	-	756	2074	2422	1327	823	539	4742	5775	7296	3744	5036
gene303	CP007536.1	249016	249342	-	327	359	491	86	340	0	2748	2531	3767	1793	1732
gene304	CP007536.1	249352	249663	-	312	2129	1207	962	1079	1074	3761	5317	5340	2134	2351
gene305	CP007536.1	249862	250080	+	219	28	49	0	0	0	92	121	73	121	161
gene306	CP007536.1	250066	250239	-	174	0	0	0	0	0	0	0	0	1	0
gene307	CP007536.1	250150	250293	+	144	0	0	0	0	0	0	0	0	0	0
gene308	CP007536.1	250340	250798	-	459	90	10	0	0	0	537	698	645	422	373
gene309	CP007536.1	250857	251492	+	636	0	0	1	0	0	16	12	1	4	3
gene310	CP007536.1	251570	251902	+	333	54	0	62	102	66	1503	1626	2218	938	1075
gene311	CP007536.1	251868	252341	-	474	193	222	78	33	237	6836	3946	3400	2123	3937
gene312	CP007536.1	252392	252517	+	126	0	0	0	0	0	144	316	180	89	53
gene313	CP007536.1	252885	255587	+	2703	2941	2077	2491	2113	2442	3967	2692	3823	2497	3933
gene314	CP007536.1	255846	256991	-	1146	214	4	151	409	575	10649	4250	6014	4209	6299
gene315	CP007536.1	256988	257797	-	810	96	122	102	0	0	2267	1355	1882	959	1373
gene316	CP007536.1	257937	258836	+	900	0	0	0	0	0	66	28	55	38	10
gene317	CP007536.1	258887	258978	+	92	0	0	0	0	0	12	84	34	4	10
gene318	CP007536.1	259082	260041	+	960	120	106	0	150	386	2122	975	1437	866	1201
gene319	CP007536.1	260128	260421	+	294	0	0	0	0	0	17	22	0	1	0
gene320	CP007536.1	260410	260739	-	330	0	0	0	0	0	101	148	43	41	64
gene321	CP007536.1	262017	262265	-	249	0	0	0	0	0	166	148	209	136	146
gene322	CP007536.1	262354	262719	+	366	0	0	106	0	0	429	344	515	310	251
gene323	CP007536.1	262890	263060	-	171	0	0	0	0	0	168	68	251	151	173
gene324	CP007536.1	263057	263617	-	561	1	138	123	0	42	1134	1543	2147	835	1076
gene325	CP007536.1	263690	264334	-	645	180	98	92	0	126	1815	2049	3132	1391	1650
gene326	CP007536.1	264408	264995	-	588	3400	3669	3208	2550	2668	6601	6216	10927	5200	6820
gene327	CP007536.1	265053	267176	-	2124	4090	5269	5630	4268	6003	55808	27946	27163	14444	25484
gene328	CP007536.1	267216	267902	-	687	36	198	220	2	94	1325	1536	1480	669	801
gene329	CP007536.1	268001	268444	+	444	3479	2269	1646	1646	2105	1184	907	1380	689	681
gene330	CP007536.1	268595	269971	+	1377	5511	6117	5805	4807	7957	35382	25230	30175	16401	28529
gene331	CP007536.1	269972	270685	+	714	190	325	42	86	342	3520	3152	3215	1554	3044
gene332	CP007536.1	270673	271302	-	630	84	33	64	0	14	2600	2202	2475	815	1816
gene333	CP007536.1	271348	272415	-	1068	175	34	102	218	292	1305	1706	2420	1244	1298
gene334	CP007536.1	272497	273681	+	1185	420	592	346	34	614	5574	4873	6271	3328	4382
gene335	CP007536.1	273716	274030	+	315	6	16	0	0	0	692	757	869	253	391
gene336	CP007536.1	274065	274994	-	930	0	0	0	0	0	200	336	221	103	65
gene337	CP007536.1	275103	276575	+	1473	46	220	132	144	396	9822	4470	3969	2005	4306
gene338	CP007536.1	276607	277287	+	681	20	0	0	0	0	1866	1657	1970	954	1368
gene339	CP007536.1	277298	277687	-	390	548	282	146	0	0	2007	1123	1604	761	1094
gene340	CP007536.1	277724	277861	+	138	10	0	0	0	0	666	571	459	287	411
gene341	CP007536.1	277889	281443	-	3555	504	655	472	400	437	11356	12540	11783	6343	8444
gene342	CP007536.1	281538	282641	-	1104	719	680	786	515	284	19413	9375	9992	5626	10066
gene343	CP007536.1	282663	283397	-	735	0	0	0	0	0	329	184	195	90	222
gene344	CP007536.1	283381	284508	-	1128	0	0	0	0	0	1018	822	841	469	568
gene345	CP007536.1	284518	285660	-	1143	279	388	100	192	121	3912	3128	3050	1457	2637
gene346	CP007536.1	285696	286334	+	639	0	0	58	0	0	992	857	1082	618	962
gene347	CP007536.1	286355	286663	-	309	76	192	64	84	74	1028	2232	1657	615	730
gene348	CP007536.1	286720	286968	-	249	0	0	0	0	0	123	185	97	32	36
gene349	CP007536.1	286993	288624	-	1632	1381	922	903	1062	1406	33634	23325	24165	12710	23702
gene350	CP007536.1	288638	289579	+	942	138	56	46	0	56	1812	1841	1897	1024	1319
gene351	CP007536.1	289576	289938	-	363	218	108	318	70	370	1316	703	880	253	623
gene352	CP007536.1	289976	291142	+	1167	70	58	82	0	0	1740	1667	1785	1012	1598
gene353	CP007536.1	291178	291357	+	180	19	0	0	0	0	360	457	289	138	237
gene354	CP007536.1	291360	291641	+	282	126	66	0	50	0	4501	2365	3620	1796	2110
gene355	CP007536.1	291685	293880	+	2196	622	322	668	1290	1076	21565	14594	18059	8694	14039
gene356	CP007536.1	293891	294118	+	228	0	0	0	38	0	932	700	772	427	750
gene357	CP007536.1	294125	295060	-	936	1606	1529	994	817	988	8755	5792	6393	3068	4558
gene358	CP007536.1	295083	295382	-	300	0	0	18	0	0	167	222	181	94	165
gene359	CP007536.1	295496	296785	+	1290	1357	1386	1030	1379	2453	46978	23654	28076	12700	22414
gene360	CP007536.1	296866	297195	+	330	2	0	0	0	0	1598	1071	1208	572	990
gene361	CP007536.1	297213	298508	-	1296	324	104	204	519	72	5429	3490	3561	1636	2651
gene362	CP007536.1	298517	299101	-	585	244	95	168	0	179	11580	6125	5797	3070	5863
gene363	CP007536.1	299332	299610	+	279	52	0	142	0	0	98	76	180	150	168
gene364	CP007536.1	299678	300670	+	993	62	0	53	140	0	2438	1350	1895	716	1011
gene365	CP007536.1	300687	302393	+	1707	828	1308	310	418	216	9235	8217	7823	4289	6498
gene366	CP007536.1	302430	303458	+	1029	230	74	60	114	479	10178	6148	7237	4239	7328
gene367	CP007536.1	303436	304566	-	1131	34	0	0	0	172	1380	1119	1129	556	1280
gene368	CP007536.1	304600	305808	-	1209	154	138	40	0	152	7219	4777	3930	1906	3249
gene369	CP007536.1	305914	306525	+	612	548	280	114	292	184	7464	6194	5740	3706	4933
gene370	CP007536.1	306557	307075	-	519	1209	1880	1899	1083	2427	12814	13313	11796	5224	8218
gene371	CP007536.1	307134	307760	+	627	14	0	0	0	0	1445	1264	1480	445	796
gene372	CP007536.1	307760	307945	+	186	0	0	0	92	0	189	140	192	88	105
gene373	CP007536.1	307978	308349	+	372	68	0	0	0	0	3212	2682	2404	1262	2512
gene374	CP007536.1	308401	308550	+	150	384	0	239	268	774	1880	2390	1736	694	1247
gene375	CP007536.1	308785	309036	+	252	154	0	216	0	52	3429	6255	7243	3699	2580
gene376	CP007536.1	309167	309295	+	129	0	0	0	0	0	969	1432	1953	1198	1020
gene377	CP007536.1	309366	309722	+	357	38	0	0	0	80	233	321	378	215	232
gene378	CP007536.1	310155	310373	+	219	71	0	57	0	0	864	1050	1637	1218	1184
gene379	CP007536.1	310370	310783	-	414	22	0	0	0	0	513	938	960	553	557
gene380	CP007536.1	311195	311353	+	159	0	0	0	0	0	30	24	51	14	5
gene381	CP007536.1	312008	312454	-	447	484	756	147	260	522	918	1109	1414	870	721
gene382	CP007536.1	313316	313391	-	76	0	0	0	0	0	31	48	81	9	19
gene383	CP007536.1	313580	314887	+	1308	154	142	168	14	302	2780	2769	3557	1874	2190
gene384	CP007536.1	314932	316053	+	1122	1671	947	768	1153	96	6812	5931	6679	2557	4259
gene385	CP007536.1	316050	316454	-	405	498	227	221	423	235	1870	1492	1790	859	1460
gene386	CP007536.1	316546	316806	-	261	6561	5488	7177	7627	18238	25419	23946	20199	8771	17362
gene387	CP007536.1	316839	317678	-	840	301	605	174	206	787	10710	5809	7326	3601	6563
gene388	CP007536.1	317715	317897	-	183	3	0	4	0	0	34	98	52	32	35
gene389	CP007536.1	317788	317985	-	198	0	0	0	0	0	0	0	0	0	0
gene390	CP007536.1	317966	318376	-	411	0	0	0	0	0	312	232	152	104	129
gene391	CP007536.1	318643	319497	+	855	5400	3594	3744	3424	2099	13246	6656	8881	5626	8200
gene392	CP007536.1	319494	320363	-	870	36	204	67	36	170	1954	1186	1249	551	1047
gene393	CP007536.1	320366	320554	-	189	0	64	0	28	92	1018	1434	901	217	326
gene394	CP007536.1	320560	321180	-	621	279	256	120	120	98	10042	6629	7402	3602	5476
gene395	CP007536.1	321322	322440	+	1119	3035	1580	1818	2606	1454	18592	12364	15645	8274	13448
gene396	CP007536.1	322472	322966	+	495	147	55	104	266	388	2057	2357	2243	844	1756
gene397	CP007536.1	323046	323189	-	144	3	36	0	0	0	631	805	445	244	367
gene398	CP007536.1	323226	323459	-	234	6	116	2	0	108	3773	3233	2732	899	1591
gene399	CP007536.1	323557	325038	+	1482	254	100	198	0	136	1881	1369	1975	921	1801
gene400	CP007536.1	325111	326058	+	948	18	0	88	0	113	1789	1568	1467	1002	1314
gene401	CP007536.1	326059	326544	-	486	735	714	463	227	991	6612	7223	7740	4372	5767
gene402	CP007536.1	326568	326813	+	246	0	0	0	0	0	24	61	86	30	82
gene403	CP007536.1	326828	327121	+	294	0	0	0	0	0	84	144	122	85	59
gene404	CP007536.1	327179	327286	+	108	0	0	0	0	0	0	19	0	7	0
gene405	CP007536.1	327288	327971	+	684	166	0	123	0	140	329	303	296	206	180
gene406	CP007536.1	328065	328214	-	150	107	0	0	0	0	66	36	112	15	25
gene407	CP007536.1	328211	328822	-	612	2904	671	196	417	17	71	114	307	122	145
gene408	CP007536.1	328928	329269	+	342	72	0	0	0	0	46	72	250	114	51
gene409	CP007536.1	329603	330109	+	507	1645	300	0	0	0	72	218	1598	520	116
gene410	CP007536.1	330113	330949	+	837	3877	380	570	372	88	769	1084	6610	2245	866
gene411	CP007536.1	331089	331433	-	345	732	136	0	409	0	179	203	342	91	54
gene412	CP007536.1	331495	331932	-	438	94	172	12	130	0	178	347	579	188	164
gene413	CP007536.1	332035	332472	+	438	3117	1364	278	500	0	847	756	2577	969	1004
gene414	CP007536.1	332625	332855	-	231	287	0	0	0	0	85	77	235	85	23
gene415	CP007536.1	333285	333746	+	462	1796	1171	122	564	46	211	244	686	184	124
gene416	CP007536.1	333756	334142	-	387	1000	697	146	402	0	1643	1774	2538	1616	1675
gene417	CP007536.1	334229	334837	-	609	0	0	36	0	0	1438	1301	1851	1302	1101
gene418	CP007536.1	334882	335337	-	456	581	0	0	144	0	140	129	241	91	122
gene419	CP007536.1	335334	335921	-	588	3369	1667	168	1691	0	55	134	313	84	67
gene420	CP007536.1	335961	336485	+	525	1947	128	100	428	0	70	51	498	139	164
gene421	CP007536.1	336592	336909	+	318	185	151	0	0	0	12	82	99	29	6
gene422	CP007536.1	336906	338243	+	1338	288	76	0	0	34	280	421	547	141	202
gene423	CP007536.1	338294	338446	-	153	0	0	0	0	0	0	0	12	4	0
gene424	CP007536.1	338445	338618	+	174	569	431	54	392	0	0	4	10	7	25
gene425	CP007536.1	338625	339428	+	804	1043	801	0	228	0	124	321	371	124	102
gene426	CP007536.1	339421	340482	-	1062	4918	2933	182	1466	0	344	146	763	413	260
gene427	CP007536.1	340588	340752	+	165	8	42	8	0	0	95	139	73	44	49
gene428	CP007536.1	340857	341072	-	216	0	0	0	0	0	28	61	60	37	20
gene429	CP007536.1	341078	341314	-	237	0	0	0	0	0	49	68	85	37	62
gene430	CP007536.1	341311	342108	-	798	1581	462	0	413	124	319	296	504	326	315
gene431	CP007536.1	342333	342833	+	501	0	0	0	0	0	804	964	662	237	443
gene432	CP007536.1	342918	343484	+	567	0	0	0	0	0	303	438	500	369	346
gene433	CP007536.1	343706	343906	+	201	1533	644	524	1122	316	620	936	3635	1225	976
gene434	CP007536.1	344058	344552	+	495	56	10	0	0	0	215	419	582	272	242
gene435	CP007536.1	344730	345311	+	582	617	96	0	62	0	34	192	257	130	83
gene436	CP007536.1	345262	345963	+	702	452	0	0	58	0	94	103	439	111	177
gene437	CP007536.1	345981	346502	+	522	28	0	0	0	0	24	85	87	19	22
gene438	CP007536.1	346504	347031	+	528	0	0	0	0	0	128	96	196	75	53
gene439	CP007536.1	347154	347615	+	462	355	311	0	0	56	30	62	76	58	32
gene440	CP007536.1	347981	348412	-	432	0	0	38	0	0	1924	2380	2714	1396	1063
gene441	CP007536.1	348475	349317	-	843	76	0	110	0	0	1193	721	698	296	669
gene442	CP007536.1	349357	349551	+	195	0	0	0	0	0	44	14	20	29	30
gene443	CP007536.1	349559	350149	+	591	124	150	134	0	0	2979	2249	2634	1609	2356
gene444	CP007536.1	350190	350468	+	279	4	0	20	48	32	801	589	670	397	556
gene445	CP007536.1	350522	350920	+	399	30	0	13	0	0	641	711	642	263	256
gene446	CP007536.1	350917	351399	+	483	58	20	0	0	0	1431	1171	1121	650	1165
gene447	CP007536.1	351388	351717	-	330	94	54	0	0	0	616	408	555	309	284
gene448	CP007536.1	351827	352837	+	1011	3333	5760	3876	2927	1664	32046	22997	36677	21995	28451
gene449	CP007536.1	353122	354300	-	1179	3321	3636	2130	588	1738	12255	11675	13945	6389	9012
gene450	CP007536.1	354333	354986	-	654	0	0	0	0	194	459	350	485	192	327
gene451	CP007536.1	355082	355333	+	252	0	0	85	0	132	7177	7122	5632	2081	4316
gene452	CP007536.1	355346	356488	+	1143	536	264	472	875	505	34200	18391	19210	11338	21411
gene453	CP007536.1	356528	357325	+	798	100	0	28	102	42	2557	2853	2219	954	1469
gene454	CP007536.1	357406	358509	+	1104	8	253	82	224	272	2701	2584	2510	1199	2101
gene455	CP007536.1	358491	358934	-	444	220	72	42	222	383	1115	884	875	454	557
gene456	CP007536.1	358981	360441	-	1461	358	191	334	266	608	2498	2097	2689	1542	2487
gene457	CP007536.1	360551	361621	+	1071	134	98	0	0	0	1192	1024	1102	531	777
gene458	CP007536.1	361657	363102	+	1446	680	468	226	316	210	7841	3297	3905	2365	4294
gene459	CP007536.1	363087	364481	-	1395	692	578	265	17	64	1246	1238	1299	573	676
gene460	CP007536.1	364513	365376	-	864	35	52	22	0	0	483	384	592	316	309
gene461	CP007536.1	365501	366037	+	537	6	0	0	0	0	1103	684	477	180	303
gene462	CP007536.1	366116	366925	+	810	34	138	31	0	0	7551	7120	6596	2096	3407
gene463	CP007536.1	366934	367113	+	180	94	0	39	0	0	1437	983	703	407	852
gene464	CP007536.1	367170	368171	+	1002	260	119	214	82	310	2953	2382	2738	1177	1909
gene465	CP007536.1	368200	368676	+	477	76	50	7	0	74	1299	867	967	505	713
gene466	CP007536.1	368677	368898	-	222	32	88	46	0	62	757	769	719	321	471
gene467	CP007536.1	368940	369821	-	882	10	58	222	0	0	5932	3798	4617	2417	3630
gene468	CP007536.1	369842	370252	-	411	14	0	60	0	0	1343	1538	1926	701	1091
gene469	CP007536.1	370255	370425	-	171	18	0	57	0	0	1121	1925	1405	373	609
gene470	CP007536.1	371001	371498	+	498	22	106	18	0	176	1304	1193	1486	598	346
gene471	CP007536.1	371898	372524	+	627	16	44	232	0	0	1447	1212	1289	1102	1369
gene472	CP007536.1	372555	373745	+	1191	414	160	720	334	363	8320	3760	4614	2554	5527
gene473	CP007536.1	373698	374729	-	1032	118	514	98	86	298	2622	1692	1976	908	1431
gene474	CP007536.1	374814	375062	-	249	2614	2380	1938	1250	1520	20951	25258	26754	12063	13072
gene475	CP007536.1	375213	375584	-	372	32552	24923	29390	18817	25877	89636	82778	102740	54170	61107
gene476	CP007536.1	375514	375870	+	357	0	0	0	0	0	0	0	0	0	0
gene477	CP007536.1	375728	376177	+	450	1189	986	1026	970	885	13783	7349	7040	4589	8626
gene478	CP007536.1	376185	377627	+	1443	82	162	0	102	228	6222	4088	3912	2201	3705
gene479	CP007536.1	377599	377886	+	288	12	150	10	0	56	528	623	406	115	345
gene480	CP007536.1	377879	379159	+	1281	816	830	701	742	1199	6113	4297	4484	2315	4099
gene481	CP007536.1	379203	379907	+	705	15196	14595	20160	11268	19553	41348	23501	25065	14038	26041
gene482	CP007536.1	379947	380396	+	450	50	78	0	39	98	2595	1240	2213	948	1599
gene483	CP007536.1	380546	380938	+	393	4	0	0	0	0	514	470	688	284	438
gene484	CP007536.1	380932	381222	+	291	212	174	102	442	92	758	596	590	343	644
gene485	CP007536.1	381386	381964	-	579	46	0	20	0	32	352	408	494	274	229
gene486	CP007536.1	382297	383250	+	954	0	0	0	0	46	1664	1607	1807	829	1137
gene487	CP007536.1	383349	384395	+	1047	148	44	106	11	245	6767	4870	4965	3089	5100
gene488	CP007536.1	384392	385252	-	861	0	0	0	0	0	340	280	272	149	167
gene489	CP007536.1	385362	386015	+	654	24	58	0	0	0	4075	2365	2387	1116	1805
gene490	CP007536.1	386028	386591	+	564	223	218	344	144	171	8761	3623	4455	2805	5090
gene491	CP007536.1	386588	387268	-	681	618	788	649	294	292	3889	5551	5557	1900	2462
gene492	CP007536.1	387375	387593	+	219	0	0	0	94	104	133	363	279	153	155
gene493	CP007536.1	387606	388040	-	435	138	260	192	92	419	2157	1634	1672	633	992
gene494	CP007536.1	388074	388295	-	222	0	0	0	0	0	2	0	0	0	0
gene495	CP007536.1	388307	388741	+	435	26	0	0	0	0	66	96	130	56	49
gene496	CP007536.1	388952	389140	+	189	107	152	82	0	15	1988	2353	2823	1039	1179
gene497	CP007536.1	389321	389608	-	288	24	0	0	0	0	79	76	137	134	88
gene498	CP007536.1	389683	391362	+	1680	3944	3215	2502	1967	3139	17049	14616	17662	8632	11638
gene499	CP007536.1	391417	392805	+	1389	4	0	168	48	0	5137	4622	4534	2459	3594
gene500	CP007536.1	393049	394401	-	1353	238	212	152	376	154	9566	7194	6799	3385	5437
gene501	CP007536.1	394432	394695	-	264	0	0	0	0	0	182	210	275	124	142
gene502	CP007536.1	394762	395223	-	462	0	0	0	0	0	269	262	324	168	282
gene503	CP007536.1	395392	396042	+	651	26451	20104	24767	20429	20606	49041	49890	59024	39219	51865
gene504	CP007536.1	396073	396405	-	333	0	0	56	0	0	82	232	149	67	172
gene505	CP007536.1	396468	397634	-	1167	68	20	0	0	0	1870	1120	1220	706	1125
gene506	CP007536.1	397615	398592	-	978	40	16	24	0	0	9889	6803	6392	2697	4917
gene507	CP007536.1	398773	399279	-	507	212	20	0	0	0	442	556	476	202	263
gene508	CP007536.1	399626	400228	+	603	6	0	18	200	258	820	522	580	434	610
gene509	CP007536.1	400230	401600	-	1371	166	52	0	0	14	2859	1559	1582	910	1616
gene510	CP007536.1	401626	402324	+	699	16	0	0	0	0	941	1261	1580	746	1083
gene511	CP007536.1	402321	402905	-	585	0	34	22	102	0	748	695	564	332	564
gene512	CP007536.1	402920	403342	+	423	2229	2230	952	1322	946	4219	4048	5286	2199	2498
gene513	CP007536.1	403470	404195	+	726	274	274	110	0	12	2774	2180	2448	1440	1556
gene514	CP007536.1	404192	405166	+	975	22	0	0	0	0	2208	1459	1666	928	1224
gene515	CP007536.1	405168	406265	+	1098	134	0	0	0	182	4282	2229	2594	1380	2040
gene516	CP007536.1	406300	406605	+	306	0	0	0	0	0	248	147	127	43	74
gene517	CP007536.1	406644	407006	+	363	0	0	0	0	0	1364	1628	1475	607	845
gene518	CP007536.1	407034	407489	-	456	0	0	0	0	0	1122	1036	1052	491	789
gene519	CP007536.1	407562	407671	-	110	0	0	7	0	0	190	138	100	87	123
gene520	CP007536.1	407760	408323	-	564	2666	2150	3274	2291	4204	21565	18411	15225	7926	14914
gene521	CP007536.1	408307	408699	-	393	791	800	513	202	616	8407	6093	5893	3523	5371
gene522	CP007536.1	408711	408890	-	180	70	20	272	61	185	2007	1863	1682	888	1301
gene523	CP007536.1	408896	409405	-	510	942	1388	1133	1408	1433	11035	10056	8421	3638	7184
gene524	CP007536.1	409423	410136	-	714	1074	1860	706	2247	2650	19845	14625	14693	9083	16643
gene525	CP007536.1	410136	410585	-	450	457	198	374	138	1356	8684	7209	7009	3908	7362
gene526	CP007536.1	410602	411042	-	441	519	555	341	421	1410	9101	5330	6810	3426	6853
gene527	CP007536.1	411026	411367	-	342	0	0	0	0	82	1301	990	944	420	611
gene528	CP007536.1	411383	411700	-	318	98	112	286	480	39	8598	5288	5102	2310	3911
gene529	CP007536.1	411651	411860	-	210	0	0	0	0	0	93	198	148	24	77
gene530	CP007536.1	411847	412545	-	699	405	272	569	274	714	10246	8499	8000	2869	5249
gene531	CP007536.1	412542	413021	-	480	1076	1122	1172	754	2743	37162	19394	20506	13440	26856
gene532	CP007536.1	413021	413428	-	408	184	549	450	444	488	13160	9191	8530	3636	7464
gene533	CP007536.1	413496	413828	-	333	253	211	150	34	194	3144	1861	2035	927	1908
gene534	CP007536.1	413830	414651	-	822	2076	2203	1557	1395	4791	27028	14518	16288	8315	13820
gene535	CP007536.1	414641	415639	-	999	406	266	174	246	1476	31292	17905	18232	9602	17489
gene536	CP007536.1	415692	416531	-	840	302	100	315	32	83	3021	3330	3098	1934	3037
gene537	CP007536.1	416545	417204	-	660	328	411	32	12	106	4099	4209	4214	1905	2769
gene538	CP007536.1	417253	417990	-	738	1680	1808	807	1245	391	26843	20241	20608	11033	16075
gene539	CP007536.1	418141	418359	-	219	1195	712	626	856	1046	1542	1581	2061	1287	1203
gene540	CP007536.1	418465	418881	+	417	34	0	0	0	0	597	256	304	186	314
gene541	CP007536.1	419230	419775	-	546	62	0	0	56	0	175	357	422	153	155
gene542	CP007536.1	420047	420886	-	840	112	76	144	0	0	2312	1876	2014	907	1366
gene543	CP007536.1	421080	422162	+	1083	457	406	517	1315	520	6397	3844	3789	1951	3575
gene544	CP007536.1	422168	422686	+	519	405	849	326	202	779	2172	1623	1724	789	1336
gene545	CP007536.1	422748	423035	+	288	698	316	594	320	426	6560	5549	6993	3597	4511
gene546	CP007536.1	423051	423440	+	390	154	34	150	74	154	1486	1766	1996	1027	864
gene547	CP007536.1	423510	425306	+	1797	1224	959	1400	1126	2920	18910	10445	11172	5267	10243
gene548	CP007536.1	425340	426116	-	777	35	4	0	0	0	1842	819	1556	534	1046
gene549	CP007536.1	426165	426617	-	453	276	254	389	801	402	1175	834	1080	528	569
gene550	CP007536.1	426709	427722	+	1014	774	726	1316	530	246	7755	4999	5120	2620	4865
gene551	CP007536.1	427848	428003	+	156	0	0	0	0	0	628	423	379	78	110
gene552	CP007536.1	428008	428727	-	720	80	50	74	0	314	2517	2296	1944	1100	1588
gene553	CP007536.1	428895	429320	+	426	138	0	64	0	156	2033	1590	1939	1132	1416
gene554	CP007536.1	429441	430121	+	681	32	0	0	0	0	972	965	960	743	766
gene555	CP007536.1	430134	430736	-	603	521	207	651	482	60	10663	7640	8717	4885	6600
gene556	CP007536.1	430792	432489	-	1698	593	626	465	294	617	17815	19328	20420	10119	12733
gene557	CP007536.1	432621	433019	-	399	5017	7230	7266	5713	9301	4172	5718	5397	1404	2522
gene558	CP007536.1	433035	433211	-	177	0	64	0	0	0	189	73	96	67	160
gene559	CP007536.1	433383	434666	-	1284	644	230	95	397	558	14091	9282	10815	5049	8097
gene560	CP007536.1	434764	435318	+	555	501	1071	252	470	438	809	815	1009	339	584
gene561	CP007536.1	435331	435495	-	165	24	0	16	0	0	159	267	270	94	87
gene562	CP007536.1	435566	436396	-	831	64	0	8	0	0	821	800	739	352	353
gene563	CP007536.1	436568	437086	+	519	50	30	207	0	0	1622	1157	1243	370	797
gene564	CP007536.1	437281	438420	-	1140	1176	830	696	888	308	4920	4067	4314	2326	3335
gene565	CP007536.1	438548	439156	+	609	1736	1003	1660	1100	1036	5581	5201	6586	3003	5802
gene566	CP007536.1	439158	440243	+	1086	84	76	114	36	0	2444	2142	3701	1932	2644
gene567	CP007536.1	440254	441273	-	1020	1326	360	1358	930	1891	12796	16119	23596	11121	11674
gene568	CP007536.1	441432	441656	-	225	2049	1399	1067	1078	1296	4992	10639	11384	4483	3579
gene569	CP007536.1	442216	443061	+	846	466	574	158	156	1117	4132	4134	4949	2183	2609
gene570	CP007536.1	443113	443685	+	573	76	0	0	0	0	507	621	829	429	582
gene571	CP007536.1	443745	444071	+	327	0	0	0	0	0	369	188	284	80	92
gene572	CP007536.1	444058	444894	-	837	40	38	0	0	0	2173	1546	1364	696	1213
gene573	CP007536.1	444878	446128	-	1251	689	505	538	814	1042	8399	6017	6452	2734	4725
gene574	CP007536.1	446142	446945	-	804	110	329	68	10	16	2607	1696	1819	817	1680
gene575	CP007536.1	446911	448182	+	1272	1157	556	786	554	880	3768	2951	3938	1752	3273
gene576	CP007536.1	448191	448472	+	282	0	0	0	0	0	239	203	314	85	164
gene577	CP007536.1	448636	448833	-	198	0	0	0	0	0	4	0	2	1	4
gene578	CP007536.1	449322	449750	-	429	747	1084	908	825	50	1120	2124	2476	1019	1152
gene579	CP007536.1	449796	451424	+	1629	2313	4064	3913	1972	3388	19687	9732	13601	8234	14217
